"productID","topic","src","sourceName","sourceURL","seriesID","ser","seriesName","infoURL","API","ver","resDefault","productDate","public","licenseName","resolution","bibtex","text","tags","defaultSeries","itemID","dateAdded","itemSucceeds","itemVersion","codeDate","codeFile","primitive","email","coder","class","language","dependencies","depURL","datafileName","dataDOI","primaryURL","secondaryURL","fileMD5","chronos","ext","repoName","defaultClass"
2274,"Traits","AncientReefTraits","Ancient Reef Traits Database","https://art.nat.fau.de/",32,"refs","Reference list","https://chronosphere.info/data/AncientReefTraits/refs/",NA,"1.01",1,"2022-02-01",1,"CC BY 4.0",NA,"@article{Raja2022a,|-&-| author = {Raja, Nussa{\'\i}bah B and Dimitrijevi{\'c}, Danijela and Krause, Mihaela Cristina and Kiessling, Wolfgang},|-&-| journal = {Scientific Data},|-&-| number = {1},|-&-| pages = {425},|-&-| publisher = {Nature Publishing Group UK London},|-&-| title = {Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic},|-&-| volume = {9},|-&-| year = {2022}|-&-|}|-&-||&|@misc{raja_2022_5913853,|-&-| author = {Raja, Nussaïbah B. and|-&-|Dimitrijević, Danijela and|-&-|Krause, Cristina and|-&-|Kiessling, Wolfgang},|-&-| doi = {10.5281/zenodo.5717611},|-&-| publisher = {Zenodo},|-&-| title = {Ancient Reef Traits Database},|-&-| url = {https://doi.org/10.5281/zenodo.5717611},|-&-| year = {2022}|-&-|}|-&-|","Raja, N. B., Dimitrijević, D., Krause, M. C., & Kiessling, W. (2022). Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic. Scientific Data, 9(1), 425.|&|Raja, N. B., Dimitrijević, D., Krause, C., & Kiessling, W. (year). Ancient Reef Traits Database (version). Zenodo. https://doi.org/10.5281/zenodo.5717611","traits,fossil,reefs",FALSE,2274,"2023-11-06",NA,1,"2023-11-06","36_ancientReefTraits_refs.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","references.csv","10.5281/zenodo.5913853","https://zenodo.org/records/5913853/files/references.csv?download=1",NA,"4cc279cb19aa3fbf6b7484d1cbcf051b",0,"csv","Zenodo","data.frame"
2276,"Traits","AncientReefTraits","Ancient Reef Traits Database","https://art.nat.fau.de/",32,"refs","Reference list","https://chronosphere.info/data/AncientReefTraits/refs/",NA,"1.02",1,"2022-04-20",1,"CC BY 4.0",NA,"@article{Raja2022a,|-&-| author = {Raja, Nussa{\'\i}bah B and Dimitrijevi{\'c}, Danijela and Krause, Mihaela Cristina and Kiessling, Wolfgang},|-&-| journal = {Scientific Data},|-&-| number = {1},|-&-| pages = {425},|-&-| publisher = {Nature Publishing Group UK London},|-&-| title = {Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic},|-&-| volume = {9},|-&-| year = {2022}|-&-|}|-&-||&|@misc{raja_2022_5913853,|-&-| author = {Raja, Nussaïbah B. and|-&-|Dimitrijević, Danijela and|-&-|Krause, Cristina and|-&-|Kiessling, Wolfgang},|-&-| doi = {10.5281/zenodo.5717611},|-&-| publisher = {Zenodo},|-&-| title = {Ancient Reef Traits Database},|-&-| url = {https://doi.org/10.5281/zenodo.5717611},|-&-| year = {2022}|-&-|}|-&-|","Raja, N. B., Dimitrijević, D., Krause, M. C., & Kiessling, W. (2022). Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic. Scientific Data, 9(1), 425.|&|Raja, N. B., Dimitrijević, D., Krause, C., & Kiessling, W. (year). Ancient Reef Traits Database (version). Zenodo. https://doi.org/10.5281/zenodo.5717611","traits,fossil,reefs",FALSE,2276,"2023-11-06",NA,1,"2023-11-06","36_ancientReefTraits_refs.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","references.csv","10.5281/zenodo.6473392","https://zenodo.org/records/6473392/files/references.csv?download=1",NA,"c7883bf1def9953aaf679f2385c3d7ec",0,"csv","Zenodo","data.frame"
2278,"Traits","AncientReefTraits","Ancient Reef Traits Database","https://art.nat.fau.de/",32,"refs","Reference list","https://chronosphere.info/data/AncientReefTraits/refs/",NA,"1.04",1,"2022-04-25",1,"CC BY 4.0",NA,"@article{Raja2022a,|-&-| author = {Raja, Nussa{\'\i}bah B and Dimitrijevi{\'c}, Danijela and Krause, Mihaela Cristina and Kiessling, Wolfgang},|-&-| journal = {Scientific Data},|-&-| number = {1},|-&-| pages = {425},|-&-| publisher = {Nature Publishing Group UK London},|-&-| title = {Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic},|-&-| volume = {9},|-&-| year = {2022}|-&-|}|-&-||&|@misc{raja_2022_5913853,|-&-| author = {Raja, Nussaïbah B. and|-&-|Dimitrijević, Danijela and|-&-|Krause, Cristina and|-&-|Kiessling, Wolfgang},|-&-| doi = {10.5281/zenodo.5717611},|-&-| publisher = {Zenodo},|-&-| title = {Ancient Reef Traits Database},|-&-| url = {https://doi.org/10.5281/zenodo.5717611},|-&-| year = {2022}|-&-|}|-&-|","Raja, N. B., Dimitrijević, D., Krause, M. C., & Kiessling, W. (2022). Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic. Scientific Data, 9(1), 425.|&|Raja, N. B., Dimitrijević, D., Krause, C., & Kiessling, W. (year). Ancient Reef Traits Database (version). Zenodo. https://doi.org/10.5281/zenodo.5717611","traits,fossil,reefs",FALSE,2278,"2023-11-06",NA,1,"2023-11-06","36_ancientReefTraits_refs.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","references.csv","10.5281/zenodo.6482395","https://zenodo.org/records/6482395/files/references.csv?download=1",NA,"c7883bf1def9953aaf679f2385c3d7ec",0,"csv","Zenodo","data.frame"
2273,"Traits","AncientReefTraits","Ancient Reef Traits Database","https://art.nat.fau.de/",31,"traits","Denormalized Trait Data","https://chronosphere.info/data/AncientReefTraits/traits/",NA,"1.01",1,"2022-02-01",1,"CC BY 4.0",NA,"@article{Raja2022a,|-&-| author = {Raja, Nussa{\'\i}bah B and Dimitrijevi{\'c}, Danijela and Krause, Mihaela Cristina and Kiessling, Wolfgang},|-&-| journal = {Scientific Data},|-&-| number = {1},|-&-| pages = {425},|-&-| publisher = {Nature Publishing Group UK London},|-&-| title = {Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic},|-&-| volume = {9},|-&-| year = {2022}|-&-|}|-&-||&|@misc{raja_2022_5913853,|-&-| author = {Raja, Nussaïbah B. and|-&-|Dimitrijević, Danijela and|-&-|Krause, Cristina and|-&-|Kiessling, Wolfgang},|-&-| doi = {10.5281/zenodo.5717611},|-&-| publisher = {Zenodo},|-&-| title = {Ancient Reef Traits Database},|-&-| url = {https://doi.org/10.5281/zenodo.5717611},|-&-| year = {2022}|-&-|}|-&-|","Raja, N. B., Dimitrijević, D., Krause, M. C., & Kiessling, W. (2022). Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic. Scientific Data, 9(1), 425.|&|Raja, N. B., Dimitrijević, D., Krause, C., & Kiessling, W. (year). Ancient Reef Traits Database (version). Zenodo. https://doi.org/10.5281/zenodo.5717611","traits,fossil,reefs",TRUE,2273,"2023-11-06",NA,1,"2023-11-06","35_ancientReefTraits_data.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","data.csv","10.5281/zenodo.5913853","https://zenodo.org/records/5913853/files/data.csv?download=1",NA,"dde61d65911f4520169471e56af0c902",0,"csv","Zenodo","data.frame"
2275,"Traits","AncientReefTraits","Ancient Reef Traits Database","https://art.nat.fau.de/",31,"traits","Denormalized Trait Data","https://chronosphere.info/data/AncientReefTraits/traits/",NA,"1.02",1,"2022-04-20",1,"CC BY 4.0",NA,"@article{Raja2022a,|-&-| author = {Raja, Nussa{\'\i}bah B and Dimitrijevi{\'c}, Danijela and Krause, Mihaela Cristina and Kiessling, Wolfgang},|-&-| journal = {Scientific Data},|-&-| number = {1},|-&-| pages = {425},|-&-| publisher = {Nature Publishing Group UK London},|-&-| title = {Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic},|-&-| volume = {9},|-&-| year = {2022}|-&-|}|-&-||&|@misc{raja_2022_5913853,|-&-| author = {Raja, Nussaïbah B. and|-&-|Dimitrijević, Danijela and|-&-|Krause, Cristina and|-&-|Kiessling, Wolfgang},|-&-| doi = {10.5281/zenodo.5717611},|-&-| publisher = {Zenodo},|-&-| title = {Ancient Reef Traits Database},|-&-| url = {https://doi.org/10.5281/zenodo.5717611},|-&-| year = {2022}|-&-|}|-&-|","Raja, N. B., Dimitrijević, D., Krause, M. C., & Kiessling, W. (2022). Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic. Scientific Data, 9(1), 425.|&|Raja, N. B., Dimitrijević, D., Krause, C., & Kiessling, W. (year). Ancient Reef Traits Database (version). Zenodo. https://doi.org/10.5281/zenodo.5717611","traits,fossil,reefs",TRUE,2275,"2023-11-06",NA,1,"2023-11-06","35_ancientReefTraits_data.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","data.csv","10.5281/zenodo.6473392","https://zenodo.org/records/6473392/files/data.csv?download=1",NA,"dde61d65911f4520169471e56af0c902",0,"csv","Zenodo","data.frame"
2277,"Traits","AncientReefTraits","Ancient Reef Traits Database","https://art.nat.fau.de/",31,"traits","Denormalized Trait Data","https://chronosphere.info/data/AncientReefTraits/traits/",NA,"1.04",1,"2022-04-25",1,"CC BY 4.0",NA,"@article{Raja2022a,|-&-| author = {Raja, Nussa{\'\i}bah B and Dimitrijevi{\'c}, Danijela and Krause, Mihaela Cristina and Kiessling, Wolfgang},|-&-| journal = {Scientific Data},|-&-| number = {1},|-&-| pages = {425},|-&-| publisher = {Nature Publishing Group UK London},|-&-| title = {Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic},|-&-| volume = {9},|-&-| year = {2022}|-&-|}|-&-||&|@misc{raja_2022_5913853,|-&-| author = {Raja, Nussaïbah B. and|-&-|Dimitrijević, Danijela and|-&-|Krause, Cristina and|-&-|Kiessling, Wolfgang},|-&-| doi = {10.5281/zenodo.5717611},|-&-| publisher = {Zenodo},|-&-| title = {Ancient Reef Traits Database},|-&-| url = {https://doi.org/10.5281/zenodo.5717611},|-&-| year = {2022}|-&-|}|-&-|","Raja, N. B., Dimitrijević, D., Krause, M. C., & Kiessling, W. (2022). Ancient Reef Traits, a database of trait information for reef-building organisms over the Phanerozoic. Scientific Data, 9(1), 425.|&|Raja, N. B., Dimitrijević, D., Krause, C., & Kiessling, W. (year). Ancient Reef Traits Database (version). Zenodo. https://doi.org/10.5281/zenodo.5717611","traits,fossil,reefs",TRUE,2277,"2023-11-06",NA,1,"2023-11-06","35_ancientReefTraits_data.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","data.csv","10.5281/zenodo.6482395","https://zenodo.org/records/6482395/files/data.csv?download=1",NA,"6ebdbe356e2986e38d405a2bd233b137",0,"csv","Zenodo","data.frame"
14,"Organism distribution","biodeeptime","BioDeepTime","https://doi.org/10.5281/zenodo.7504616",11,"denormalized","Denormalized biogeographic observations","https://chronosphere.info/data/biodeeptime/denormalized/",NA,"0.6",1,"2023-01-28",1,"CC BY 4.0",NA,"@misc{jansen_a_smith_2023_7504617,|-&-| author = {Jansen A. Smith and|-&-|Marina C. Rillo and|-&-|Ádám T. Kocsis and|-&-|Maria Dornelas and|-&-|David Fastovich and|-&-|Huai-Hsuan M. Huang and|-&-|Lukas Jonkers and|-&-|Wolfgang Kiessling and|-&-|Qijian Li and|-&-|Lee Hsiang Liow and|-&-|Miranda Margulis-Ohnuma and|-&-|Stephen Meyers and|-&-|Lin Na and|-&-|Amelia M. Penny and|-&-|Kate Pippenger and|-&-|Johan Renaudie and|-&-|Erin E. Saupe and|-&-|Manuel Steinbauer and|-&-|Mauro Sugawara and|-&-|Adam Tomasovych and|-&-|John W. Williams and|-&-|Moriaki Yasuhara and|-&-|Seth Finnegan and|-&-|Pincelli Hull},|-&-| doi = {10.5281/zenodo.7504617},|-&-| publisher = {Zenodo},|-&-| title = {BioDeepTime: database and compilation code},|-&-| url = {https://doi.org/10.5281/zenodo.7504617},|-&-| version = {0.6},|-&-| year = {2023}|-&-|}|-&-||-&-|","Jansen A. Smith, Marina C. Rillo, Ádám T. Kocsis, Maria Dornelas, David Fastovich, Huai-Hsuan M. Huang, Lukas Jonkers, Wolfgang Kiessling, Qijian Li, Lee Hsiang Liow, Miranda Margulis-Ohnuma, Stephen Meyers, Lin Na, Amelia M. Penny, Kate Pippenger, Johan Renaudie, Erin E. Saupe, Manuel Steinbauer, Mauro Sugawara, … Pincelli Hull. (2023). BioDeepTime: database and compilation code (0.6) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.7504617","modern,biogeography,fossil,assemblage,time series",TRUE,14,"2023-05-04",NA,1,"2023-05-04","11_biodeeptime.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"biodeeptime.rds","","https://zenodo.org/record/7504617/files/biodeeptime.rds?download=1","","cd18bd12f272203c305c4422bc0adbf6",1,"rds","Zenodo","data.frame"
702,"Organism distribution","biodeeptime","BioDeepTime","https://doi.org/10.5281/zenodo.7504616",11,"denormalized","Denormalized biogeographic observations","https://chronosphere.info/data/biodeeptime/denormalized/",NA,"1.0",1,"2023-07-12",1,"CC BY 4.0",NA,"@misc{jansen_a_smith_2023_8154672,|-&-| author = {Jansen A. Smith and|-&-|Marina C. Rillo and|-&-|Ádám T. Kocsis and|-&-|Maria Dornelas and|-&-|David Fastovich and|-&-|Huai-Hsuan M. Huang and|-&-|Lukas Jonkers and|-&-|Wolfgang Kiessling and|-&-|Qijian Li and|-&-|Lee Hsiang Liow and|-&-|Miranda Margulis-Ohnuma and|-&-|Stephen Meyers and|-&-|Lin Na and|-&-|Amelia M. Penny and|-&-|Kate Pippenger and|-&-|Johan Renaudie and|-&-|Erin E. Saupe and|-&-|Manuel Steinbauer and|-&-|Mauro Sugawara and|-&-|Adam Tomasovych and|-&-|John W. Williams and|-&-|Moriaki Yasuhara and|-&-|Seth Finnegan and|-&-|Pincelli Hull},|-&-| doi = {10.5281/zenodo.8154672},|-&-| publisher = {Zenodo},|-&-| title = {BioDeepTime: database and compilation code},|-&-| url = {https://doi.org/10.5281/zenodo.8154672},|-&-| version = {1.0},|-&-| year = {2023}|-&-|}|-&-||-&-|","Jansen A. Smith, Marina C. Rillo, Ádám T. Kocsis, Maria Dornelas, David Fastovich, Huai-Hsuan M. Huang, Lukas Jonkers, Wolfgang Kiessling, Qijian Li, Lee Hsiang Liow, Miranda Margulis-Ohnuma, Stephen Meyers, Lin Na, Amelia M. Penny, Kate Pippenger, Johan Renaudie, Erin E. Saupe, Manuel Steinbauer, Mauro Sugawara, … Pincelli Hull. (2023). BioDeepTime: database and compilation code (1.0). Zenodo. https://doi.org/10.5281/zenodo.8154672","modern,biogeography,fossil,assemblage,time series",TRUE,702,"2023-07-18",NA,1,"2023-05-04","11_biodeeptime.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"biodeeptime.rds","10.5281/zenodo.8154672","https://zenodo.org/record/8154672/files/biodeeptime.rds?download=1","","4324efd604085888a89d3b64e2860fb0",1,"rds","Zenodo","data.frame"
723,"Organism distribution","biodeeptime","BioDeepTime","https://doi.org/10.5281/zenodo.7504616",25,"neotoma-bchron","Bchron ages for records from the Neotoma Paleoecology Database","https://chronosphere.info/data/biodeeptime/neotoma-bchron/",NA,"1.0",1,"2023-07-12",1,"CC BY 4.0",NA,"@misc{jansen_a_smith_2023_8154672,|-&-| author = {Jansen A. Smith and|-&-|Marina C. Rillo and|-&-|Ádám T. Kocsis and|-&-|Maria Dornelas and|-&-|David Fastovich and|-&-|Huai-Hsuan M. Huang and|-&-|Lukas Jonkers and|-&-|Wolfgang Kiessling and|-&-|Qijian Li and|-&-|Lee Hsiang Liow and|-&-|Miranda Margulis-Ohnuma and|-&-|Stephen Meyers and|-&-|Lin Na and|-&-|Amelia M. Penny and|-&-|Kate Pippenger and|-&-|Johan Renaudie and|-&-|Erin E. Saupe and|-&-|Manuel Steinbauer and|-&-|Mauro Sugawara and|-&-|Adam Tomasovych and|-&-|John W. Williams and|-&-|Moriaki Yasuhara and|-&-|Seth Finnegan and|-&-|Pincelli Hull},|-&-| doi = {10.5281/zenodo.8154672},|-&-| publisher = {Zenodo},|-&-| title = {BioDeepTime: database and compilation code},|-&-| url = {https://doi.org/10.5281/zenodo.8154672},|-&-| version = {1.0},|-&-| year = {2023}|-&-|}|-&-||-&-||&|@article{Smith2023Jul,|-&-| author = {Smith, Jansen and Rillo, Marina C. and Kocsis, {\ifmmode\acute{A}\else\'{A}\fi}d{\ifmmode\acute{a}\else\'{a}\fi}m T. and Dornelas, Maria and Fastovich, David and Huang, Huai-Hsuan M. and Jonkers, Lukas and Kiessling, Wolfgang and Li, Qijian and Liow, Lee Hsiang and Margulis-Ohnuma, Miranda and Meyers, Stephen and Na, Lin and Penny, Amelia M. and Pippenger, Kate and Renaudie, Johan and Saupe, Erin E. and Steinbauer, Manuel J. and Sugawara, Mauro and Toma{\ifmmode\check{s}\else\v{s}\fi}xn--ovch-w25a, Adam and Williams, John W. and Yasuhara, Moriaki and Finnegan, Seth and Hull, Pincelli M.},|-&-| doi = {10.1111/geb.13735},|-&-| issn = {1466-822X},|-&-| journal = {Global Ecology and Biogeography},|-&-| number = {n/a},|-&-| publisher = {John Wiley {\&} Sons, Ltd},|-&-| title = {{BioDeepTime: A database of biodiversity time series for modern and fossil assemblages}},|-&-| volume = {n/a},|-&-| year = {2023}|-&-|}|-&-|","Jansen A. Smith, Marina C. Rillo, Ádám T. Kocsis, Maria Dornelas, David Fastovich, Huai-Hsuan M. Huang, Lukas Jonkers, Wolfgang Kiessling, Qijian Li, Lee Hsiang Liow, Miranda Margulis-Ohnuma, Stephen Meyers, Lin Na, Amelia M. Penny, Kate Pippenger, Johan Renaudie, Erin E. Saupe, Manuel Steinbauer, Mauro Sugawara, … Pincelli Hull. (2023). BioDeepTime: database and compilation code (1.0). Zenodo. https://doi.org/10.5281/zenodo.8154672|&|Smith, J., Rillo, M. C., Kocsis, Á. T., Dornelas, M., Fastovich, D., Huang, H.-H. M., ...Hull, P. M. (2023). BioDeepTime: A database of biodiversity time series for modern and fossil assemblages. Global Ecol. Biogeogr.  doi: 10.1111/geb.13735","fossil,time series,ages",FALSE,723,"2023-08-13",NA,1,"2023-08-13","29_biodeeptime-bchron-neotoma.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","neotoma_bchron.rds","10.5281/zenodo.8154672","https://zenodo.org/record/8154672/files/neotoma_bchron.rds?download=1",NA,"60c327d565cdd529c1baa25b39377cde",1,"rds","Zenodo","data.frame"
703,"Organism distribution","biodeeptime","BioDeepTime","https://doi.org/10.5281/zenodo.7504616",22,"rdb","SQLite Relational Database","https://chronosphere.info/data/biodeeptime/rdb/",NA,"1.0",1,"2023-07-12",1,"CC BY 4.0",NA,"@misc{jansen_a_smith_2023_8154672,|-&-| author = {Jansen A. Smith and|-&-|Marina C. Rillo and|-&-|Ádám T. Kocsis and|-&-|Maria Dornelas and|-&-|David Fastovich and|-&-|Huai-Hsuan M. Huang and|-&-|Lukas Jonkers and|-&-|Wolfgang Kiessling and|-&-|Qijian Li and|-&-|Lee Hsiang Liow and|-&-|Miranda Margulis-Ohnuma and|-&-|Stephen Meyers and|-&-|Lin Na and|-&-|Amelia M. Penny and|-&-|Kate Pippenger and|-&-|Johan Renaudie and|-&-|Erin E. Saupe and|-&-|Manuel Steinbauer and|-&-|Mauro Sugawara and|-&-|Adam Tomasovych and|-&-|John W. Williams and|-&-|Moriaki Yasuhara and|-&-|Seth Finnegan and|-&-|Pincelli Hull},|-&-| doi = {10.5281/zenodo.8154672},|-&-| publisher = {Zenodo},|-&-| title = {BioDeepTime: database and compilation code},|-&-| url = {https://doi.org/10.5281/zenodo.8154672},|-&-| version = {1.0},|-&-| year = {2023}|-&-|}|-&-||-&-|","Jansen A. Smith, Marina C. Rillo, Ádám T. Kocsis, Maria Dornelas, David Fastovich, Huai-Hsuan M. Huang, Lukas Jonkers, Wolfgang Kiessling, Qijian Li, Lee Hsiang Liow, Miranda Margulis-Ohnuma, Stephen Meyers, Lin Na, Amelia M. Penny, Kate Pippenger, Johan Renaudie, Erin E. Saupe, Manuel Steinbauer, Mauro Sugawara, … Pincelli Hull. (2023). BioDeepTime: database and compilation code (1.0). Zenodo. https://doi.org/10.5281/zenodo.8154672","modern,biogeography,fossil,assemblage,time series",FALSE,703,"2023-07-18",NA,1,"2023-07-18","26_biodeeptime_sqlite.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","SQLiteConnection","R","R 4.0.0|&|DBI 1.1.0|&|RSQlite 2.2.1","https://www.r-project.org/|&|https://cran.r-project.org/package=RSQLite|&|https://cran.r-project.org/package=DBI","biodeeptime_sqlite.zip","10.5281/zenodo.8154672","https://zenodo.org/record/8154672/files/biodeeptime_sqlite.zip?download=1","","7055596d75564676367de7041606a26e",1,"sqlite","Zenodo","SQLiteConnection"
