"productID","topic","src","sourceName","sourceURL","seriesID","ser","seriesName","infoURL","API","ver","resDefault","productDate","public","licenseName","resolution","bibtex","text","tags","defaultSeries","itemID","dateAdded","itemSucceeds","itemVersion","codeDate","codeFile","primitive","email","coder","class","language","dependencies","depURL","datafileName","dataDOI","primaryURL","secondaryURL","fileMD5","chronos","ext","repoName","defaultClass"
16,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",12,"full","Full version, with duplicates","https://chronosphere.info/data/triton/full/",NA,"1",0,"2022-12-01",1,"CC0 1.0","presence","@misc{dunhill_renaudie_young_fenton_saupe_woodhouse_aze_lazarus_2022,|-&-| author = {Dunhill, Alex and Renaudie, Johan and Young, Jeremy R. and Fenton, Isabel S and Saupe, Erin E. and Woodhouse, Adam and Aze, Tracy and Lazarus, David},|-&-| doi = {10.6084/m9.figshare.c.5242154},|-&-| publisher = {figshare},|-&-| title = {Triton, a new database of Cenozoic Planktonic Foraminifera},|-&-| url = {https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/1},|-&-| year = {2022}|-&-|}|-&-||-&-||&|@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-|","Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., &amp; Lazarus, D. (2021). <i>Triton, a new database of Cenozoic Planktonic Foraminifera</i> (Version 2). figshare. https://doi.org/10.6084/m9.figshare.c.5242154|&|Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7","paleo,occurrences,foraminifera",TRUE,16,"2023-05-04",NA,1,"2023-05-04","13_triton_full_pres.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"Triton dataset.zip","10.6084/m9.figshare.c.5242154","https://springernature.figshare.com/ndownloader/files/38396069","","4a402763b9f009cc3019c86830bd15e7",0,"RData","figshare","data.frame"
17,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",13,"no-rounding","No-rounding","https://chronosphere.info/data/triton/no-rounding/",NA,"1",1,"2022-12-01",1,"CC0 1.0","presence-absence","@misc{dunhill_renaudie_young_fenton_saupe_woodhouse_aze_lazarus_2022,|-&-| author = {Dunhill, Alex and Renaudie, Johan and Young, Jeremy R. and Fenton, Isabel S and Saupe, Erin E. and Woodhouse, Adam and Aze, Tracy and Lazarus, David},|-&-| doi = {10.6084/m9.figshare.c.5242154},|-&-| publisher = {figshare},|-&-| title = {Triton, a new database of Cenozoic Planktonic Foraminifera},|-&-| url = {https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/1},|-&-| year = {2022}|-&-|}|-&-||-&-||&|@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-|","Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., &amp; Lazarus, D. (2021). <i>Triton, a new database of Cenozoic Planktonic Foraminifera</i> (Version 2). figshare. https://doi.org/10.6084/m9.figshare.c.5242154|&|Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7","paleo,occurrences,foraminifera",FALSE,17,"2023-05-04",NA,1,"2023-05-04","14_triton_no_rounding.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"Triton dataset.zip","10.6084/m9.figshare.c.5242154","https://springernature.figshare.com/ndownloader/files/38396069","","4a402763b9f009cc3019c86830bd15e7",0,"RData","figshare","data.frame"
18,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",13,"no-rounding","No-rounding","https://chronosphere.info/data/triton/no-rounding/",NA,"1",0,"2022-12-01",1,"CC0 1.0","presence","@misc{dunhill_renaudie_young_fenton_saupe_woodhouse_aze_lazarus_2022,|-&-| author = {Dunhill, Alex and Renaudie, Johan and Young, Jeremy R. and Fenton, Isabel S and Saupe, Erin E. and Woodhouse, Adam and Aze, Tracy and Lazarus, David},|-&-| doi = {10.6084/m9.figshare.c.5242154},|-&-| publisher = {figshare},|-&-| title = {Triton, a new database of Cenozoic Planktonic Foraminifera},|-&-| url = {https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/1},|-&-| year = {2022}|-&-|}|-&-||-&-||&|@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-|","Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., &amp; Lazarus, D. (2021). <i>Triton, a new database of Cenozoic Planktonic Foraminifera</i> (Version 2). figshare. https://doi.org/10.6084/m9.figshare.c.5242154|&|Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7","paleo,occurrences,foraminifera",FALSE,18,"2023-05-04",NA,1,"2023-05-04","15_triton_no_rounding_pres.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"Triton dataset.zip","10.6084/m9.figshare.c.5242154","https://springernature.figshare.com/ndownloader/files/38396069","","4a402763b9f009cc3019c86830bd15e7",0,"RData","figshare","data.frame"
15,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",12,"full","Full version, with duplicates","https://chronosphere.info/data/triton/full/",NA,"1",1,"2022-12-01",1,"CC0 1.0","presence-absence","@misc{dunhill_renaudie_young_fenton_saupe_woodhouse_aze_lazarus_2022,|-&-| author = {Dunhill, Alex and Renaudie, Johan and Young, Jeremy R. and Fenton, Isabel S and Saupe, Erin E. and Woodhouse, Adam and Aze, Tracy and Lazarus, David},|-&-| doi = {10.6084/m9.figshare.c.5242154},|-&-| publisher = {figshare},|-&-| title = {Triton, a new database of Cenozoic Planktonic Foraminifera},|-&-| url = {https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/1},|-&-| year = {2022}|-&-|}|-&-||-&-||&|@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-|","Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., &amp; Lazarus, D. (2021). <i>Triton, a new database of Cenozoic Planktonic Foraminifera</i> (Version 2). figshare. https://doi.org/10.6084/m9.figshare.c.5242154|&|Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7","paleo,occurrences,foraminifera",TRUE,15,"2023-05-04",NA,1,"2023-05-04","12_triton_full.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"Triton dataset.zip","10.6084/m9.figshare.c.5242154","https://springernature.figshare.com/ndownloader/files/38396069","","4a402763b9f009cc3019c86830bd15e7",0,"RData","figshare","data.frame"
20,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",14,"main","As in publication","https://chronosphere.info/data/triton/main/",NA,"1",1,"2021-06-21",1,"CC0 1.0","presence-absence","@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-||&|@misc{dunhill_renaudie_young_fenton_saupe_woodhouse_aze_lazarus_2021,|-&-| abstractnote = {The code and data required to run the Triton database},|-&-| author = {Dunhill, Alex and Renaudie, Johan and Young, Jeremy R. and Fenton, Isabel S and Saupe, Erin E. and Woodhouse, Adam and Aze, Tracy and Lazarus, David},|-&-| doi = {10.6084/m9.figshare.c.5242154.v1},|-&-| publisher = {figshare},|-&-| title = {Triton, a new database of Cenozoic Planktonic Foraminifera},|-&-| url = {https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/1},|-&-| year = {2021}|-&-|}|-&-||-&-|","Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7|&|Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., & Lazarus, D. (2021). Triton (Version 1). figshare. https://doi.org/10.6084/m9.figshare.13517414.v1","paleo,occurrences,foraminifera",FALSE,20,"2023-05-05",NA,1,"2023-05-05","17_triton.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"triton.RData","10.6084/m9.figshare.13517414.v1","https://springernature.figshare.com/ndownloader/files/26749943","","78259f765e8440cd07a45eadaa7738d3",0,"RData","figshare","data.frame"
19,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",14,"main","As in publication","https://chronosphere.info/data/triton/main/",NA,"1",0,"2021-06-21",1,"CC0 1.0","presence","@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-||&|@misc{dunhill_renaudie_young_fenton_saupe_woodhouse_aze_lazarus_2021,|-&-| abstractnote = {The code and data required to run the Triton database},|-&-| author = {Dunhill, Alex and Renaudie, Johan and Young, Jeremy R. and Fenton, Isabel S and Saupe, Erin E. and Woodhouse, Adam and Aze, Tracy and Lazarus, David},|-&-| doi = {10.6084/m9.figshare.c.5242154.v1},|-&-| publisher = {figshare},|-&-| title = {Triton, a new database of Cenozoic Planktonic Foraminifera},|-&-| url = {https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/1},|-&-| year = {2021}|-&-|}|-&-||-&-|","Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7|&|Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., & Lazarus, D. (2021). Triton (Version 1). figshare. https://doi.org/10.6084/m9.figshare.13517414.v1","paleo,occurrences,foraminifera",FALSE,19,"2023-05-05",NA,1,"2023-05-05","16_triton_pres.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R",NA,NA,"triton.RData","10.6084/m9.figshare.13517414.v1","https://springernature.figshare.com/ndownloader/files/26749943","","78259f765e8440cd07a45eadaa7738d3",0,"RData","figshare","data.frame"
2280,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",12,"full","Full version, with duplicates","https://chronosphere.info/data/triton/full/",NA,"3",1,"2023-07-20",1,"CC0 1.0","presence-absence","@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-||&|@article{Dunhill2023,|-&-| author = {Alex Dunhill and Johan Renaudie and Jeremy R. Young and Isabel S Fenton and Erin E. Saupe and Adam Woodhouse and Tracy Aze and David Lazarus},|-&-| doi = {10.6084/m9.figshare.13517414.v3},|-&-| month = {7},|-&-| title = {{Triton}},|-&-| url = {https://springernature.figshare.com/articles/dataset/Triton/13517414},|-&-| year = {2023}|-&-|}|-&-|","Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7|&|Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., & Lazarus, D. (2023). Triton. https://doi.org/10.6084/m9.figshare.13517414.v3","paleo,occurrences,foraminifera",TRUE,2280,"2023-11-07",NA,1,"2023-11-07","37_triton_full_3.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","triton_update_2023.RData","10.6084/m9.figshare.13517414.v3","https://springernature.figshare.com/ndownloader/files/41630517",NA,"fb7006d05e4ad388bbd1e697c5dc4f2a",0,"RData","figshare","data.frame"
2281,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",12,"full","Full version, with duplicates","https://chronosphere.info/data/triton/full/",NA,"3",0,"2023-07-20",1,"CC0 1.0","presence","@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-||&|@article{Dunhill2023,|-&-| author = {Alex Dunhill and Johan Renaudie and Jeremy R. Young and Isabel S Fenton and Erin E. Saupe and Adam Woodhouse and Tracy Aze and David Lazarus},|-&-| doi = {10.6084/m9.figshare.13517414.v3},|-&-| month = {7},|-&-| title = {{Triton}},|-&-| url = {https://springernature.figshare.com/articles/dataset/Triton/13517414},|-&-| year = {2023}|-&-|}|-&-|","Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7|&|Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., & Lazarus, D. (2023). Triton. https://doi.org/10.6084/m9.figshare.13517414.v3","paleo,occurrences,foraminifera",TRUE,2281,"2023-11-07",NA,1,"2023-11-07","38_triton_full_3_presence.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","triton_update_2023.RData","10.6084/m9.figshare.13517414.v3","https://springernature.figshare.com/ndownloader/files/41630517",NA,"fb7006d05e4ad388bbd1e697c5dc4f2a",0,"RData","figshare","data.frame"
2282,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",14,"main","As in publication","https://chronosphere.info/data/triton/main/",NA,"3",0,"2023-07-20",1,"CC0 1.0","presence","@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-||&|@article{Dunhill2023,|-&-| author = {Alex Dunhill and Johan Renaudie and Jeremy R. Young and Isabel S Fenton and Erin E. Saupe and Adam Woodhouse and Tracy Aze and David Lazarus},|-&-| doi = {10.6084/m9.figshare.13517414.v3},|-&-| month = {7},|-&-| title = {{Triton}},|-&-| url = {https://springernature.figshare.com/articles/dataset/Triton/13517414},|-&-| year = {2023}|-&-|}|-&-|","Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7|&|Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., & Lazarus, D. (2023). Triton. https://doi.org/10.6084/m9.figshare.13517414.v3","paleo,occurrences,foraminifera",FALSE,2282,"2023-11-07",NA,1,"2023-11-07","39_triton_no-dup_3_presence.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","triton_no_dup.RData","10.6084/m9.figshare.13517414.v3","https://springernature.figshare.com/ndownloader/files/41629092",NA,"1a22407fb35389f8e07490afb1da4913",0,"RData","figshare","data.frame"
2283,"Organism distribution","triton","Triton Database","https://springernature.figshare.com/collections/Triton_a_new_database_of_Cenozoic_Planktonic_Foraminifera/5242154/2",14,"main","As in publication","https://chronosphere.info/data/triton/main/",NA,"3",1,"2023-07-20",1,"CC0 1.0","presence-absence","@article{fenton2021triton,|-&-| author = {Fenton, Isabel S. and Woodhouse, Adam and Aze, Tracy and Lazarus, David and Renaudie, Johan and Dunhill, Alexander M. and Young, Jeremy R. and Saupe, Erin E.},|-&-| copyright = {2021 The Author(s)},|-&-| doi = {10.1038/s41597-021-00942-7},|-&-| issn = {2052-4463},|-&-| journal = {Scientific Data},|-&-| language = {en},|-&-| number = {1},|-&-| pages = {1--9},|-&-| title = {Triton, a new species-level database of {Cenozoic} planktonic foraminiferal occurrences},|-&-| url = {https://www.nature.com/articles/s41597-021-00942-7},|-&-| urldate = {2021-06-30},|-&-| volume = {8},|-&-| year = {2021}|-&-|}|-&-||-&-||&|@article{Dunhill2023,|-&-| author = {Alex Dunhill and Johan Renaudie and Jeremy R. Young and Isabel S Fenton and Erin E. Saupe and Adam Woodhouse and Tracy Aze and David Lazarus},|-&-| doi = {10.6084/m9.figshare.13517414.v3},|-&-| month = {7},|-&-| title = {{Triton}},|-&-| url = {https://springernature.figshare.com/articles/dataset/Triton/13517414},|-&-| year = {2023}|-&-|}|-&-|","Fenton, I. S., Woodhouse, A., Aze, T., Lazarus, D., Renaudie, J., Dunhill, A. M., Young, J. R., & Saupe, E. E. (2021). Triton, a new species-level database of Cenozoic planktonic foraminiferal occurrences. Scientific Data, 8(1), Article 1. https://doi.org/10.1038/s41597-021-00942-7|&|Dunhill, A., Renaudie, J., Young, J. R., Fenton, I. S., Saupe, E. E., Woodhouse, A., Aze, T., & Lazarus, D. (2023). Triton. https://doi.org/10.6084/m9.figshare.13517414.v3","paleo,occurrences,foraminifera",FALSE,2283,"2023-11-07",NA,1,"2023-11-07","40_triton_no-dup_3.R",1,"adam.kocsis@fau.de","Adam Tibor Kocsis","data.frame","R","R 4.0.0","https://www.r-project.org/","triton_no_dup.RData","10.6084/m9.figshare.13517414.v3","https://springernature.figshare.com/ndownloader/files/41629092",NA,"1a22407fb35389f8e07490afb1da4913",0,"RData","figshare","data.frame"
